atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town
2438842610,단독,단독/다가구,매매,2/-,280000,0,28억,231,99.1,남동향,24.08.08.,37.606219,126.967621,평창동 주민센터 옆 단독주택 2종일반주거지역,"['25년이상', '방세개', '화장실한개', '남동향']",,종로구 평창동
2438863880,단독,단독/다가구,매매,2/B1,420000,0,42억,747,307.43,남향,24.08.08.,37.607565,126.966462,평창동 대지 넓고 입지좋은 단독주택 매매 올수리  신축 추천,"['25년이상', '올수리', '방네개이상', '화장실네개이상']",,종로구 평창동
2438069327,연립,빌라,매매,저/3,73000,0,"7억 3,000",120,84.95,남동향,24.08.03.,37.607952,126.968693,조용하고 접근성편한 4년전 올수리한 단지형빌라,"['25년이상', '올수리', '방세개', '화장실한개']",,종로구 평창동
2438705889,빌라,빌라,매매,2/3,320000,0,32억,257,222.84,남서향,24.08.07.,37.609224,126.968076,"최고급 올리모델링, 환상적인 파노라마 전망 매매","['25년이상', '대형평수', '방세개']",,종로구 평창동
2438792278,대,토지,매매,-,580000,0,58억,820,0,,24.08.07.,37.606683,126.967743,"원룸,빌라,사옥, 요양원 건축적합,서울예고, 로이병원인근,접근성좋음",[],,종로구 평창동
2437042368,빌라,빌라,매매,2/5,70000,0,7억,89,74.27,남향,24.07.27.,37.605825,126.965949,서울예고 앞 인기있는 접근성 최고의 빌라 깨끗하고 환한집,"['10년이내', '방세개', '화장실두개', '중층']",,종로구 평창동
2437042987,연립,빌라,매매,1/3,129000,0,"12억 9,000",170,146.59,남향,24.07.27.,37.607807,126.969678,평창동 관리 잘되고 접근성 좋은 인기 많은 단지형 현대빌라 입니다.,"['25년이상', '1층', '대형평수']",,종로구 평창동
2438619126,빌라,빌라,전세,3/3,60000,0,6억,121,84.84,남향,24.08.06.,37.60625,126.965817,"단지형 평지 빌라이며 올수리,서울예고 도보 7분거리입니다","['25년이상', '올수리', '탑층', '방네개이상']",,종로구 평창동
2438386942,금강,아파트,매매,3/3,75000,0,"7억 5,000",120,84.95,남향,24.08.05.,37.608387,126.969757,"리모델링해서 깨끗, 뷰와 주차여건 가장좋은동, 월세임대 승계 매매","['25년이상', '탑층', '방세개', '화장실한개']",6동,종로구 평창동
2438545040,복합상가,상가,월세,1/5,3000,260,"3,000",122,122.09,남향,24.08.06.,37.607309,126.970773,유료 복지 시설로 1차 의료 기관 이 적당한 상가 ,"['25년이내', '1층', '주차가능', '총5층']",,종로구 평창동
2438535190,상가건물,건물,매매,3/B1,2290000,0,229억,1887,2279.12,,24.08.06.,37.607616,126.971194,"평창동 사옥 및 미술관, 전시장",['25년이상'],,종로구 평창동
2438545015,복합상가,상가,월세,1/5,3000,260,"3,000",122,122.09,남향,24.08.06.,37.607309,126.970773,노인유료복지시설 내부에 위치하고 있는 1차 의료기관 지정자리,"['25년이내', '1층', '주차가능', '총5층']",,종로구 평창동
2438565850,빌라,빌라,전세,중/3,14000,0,"1억 4,000",35,35.96,남서향,24.08.06.,37.607077,126.972657,"애완동물 안됨, 에어컨,세탁기,냉장고 옵션","['25년이상', '융자금없는', '화장실한개', '소형평수']",,종로구 평창동
2438492044,빌라,빌라,매매,고/7,170000,0,17억,265,243.09,남향,24.08.06.,37.607441,126.970255,평창동 고급빌라 노블레스빌 매매 로얄층으로 앞뒤 뷰가 아름다운 세대,"['25년이내', '대형평수', '방네개이상']",,종로구 평창동
2438369373,연립,빌라,전세,고/3,50000,0,5억,128,84.96,남향,24.08.05.,37.608555,126.966793,"밝고 햇볕잘드는 남향,생활 편의시설 인접한 깨끗한 단지형 빌라","['25년이상', '방세개', '화장실한개', '고층']",,종로구 평창동
